,IoU,F1,Precision,Recall,TP,TN,FP,FN,Fold,Img_id,Name
36,0.2481919312207731,0.3976823195420487,0.5076036592610194,0.326893649579189,8545,620931,8289,17595,3,36,pspnet_vgg19
37,0.3113518704074816,0.4748563332749645,0.4621796659539525,0.4882480031425952,29830,559552,34712,31266,3,37,pspnet_vgg19
38,0.2948929738849249,0.4554708069813523,0.405444587628866,0.5195797122391264,25170,570007,36910,23273,3,38,pspnet_vgg19
39,0.2567574472433703,0.4086030248820947,0.4662851840395917,0.3636210140383038,30150,537934,34510,52766,3,39,pspnet_vgg19
40,0.2422793112872369,0.3900560994390056,0.4660103701225777,0.3353912295786758,19503,574862,22348,38647,4,40,pspnet_vgg19
41,0.2872698465023048,0.4463242066655377,0.4128114422805101,0.4857589815514079,54030,467279,76853,57198,4,41,pspnet_vgg19
42,0.2294623625237151,0.3732726914107369,0.3950781019746537,0.3537483781584676,16086,585257,24630,29387,4,42,pspnet_vgg19
43,0.3073178620522357,0.4701501768970039,0.5103257512688992,0.4358386275544139,19003,593525,18234,24598,4,43,pspnet_vgg19
44,0.3249144759145683,0.4904686027983577,0.4390330237787865,0.5555555555555556,21085,590466,26941,16868,4,44,pspnet_vgg19
45,0.238536496516552,0.3851909042445633,0.4797380832455699,0.3217751842751842,20954,567516,22724,44166,4,45,pspnet_vgg19
46,0.3584268566409681,0.5277087314472909,0.4723008075716269,0.5978448416186477,18364,604125,20518,12353,4,46,pspnet_vgg19
47,0.145175983436853,0.2535435348568122,0.3240745020104451,0.20822568671121,7012,607060,14625,26663,4,47,pspnet_vgg19
48,0.0,0.0,0.0,0.0,0,610961,44396,3,4,48,pspnet_vgg19
49,0.2848032246041715,0.443341391351061,0.4835587221974828,0.4093001110934772,41264,510474,44070,59552,4,49,pspnet_vgg19
50,0.4128430340003577,0.5844145797731316,0.5219319181007411,0.6638918625273619,41551,554714,38059,21036,5,50,pspnet_vgg19
51,0.3941156283322506,0.5653987665337665,0.4952905387192421,0.6586272582032691,64311,492182,65534,33333,5,51,pspnet_vgg19
52,0.374512075441069,0.5449382106314219,0.4694711916456234,0.6493149282945488,50755,519837,57356,27412,5,52,pspnet_vgg19
53,0.3549077207995402,0.5238847123700894,0.4887164323480593,0.5645069134956004,44460,530088,46513,34299,5,53,pspnet_vgg19
54,0.3821574118343465,0.552986814037573,0.5150269241980271,0.5969875875804673,33571,567514,31612,22663,5,54,pspnet_vgg19
55,0.3829591307114035,0.5538256658595642,0.5035776402985404,0.6152128889964765,22873,595633,22548,14306,5,55,pspnet_vgg19
56,0.3993780503606444,0.5707936468743633,0.5399402064745177,0.6053868615050215,46234,539595,39394,30137,5,56,pspnet_vgg19
57,0.2560083861730415,0.4076539440203562,0.5256167979002625,0.3329343308395677,20026,577136,18074,40124,5,57,pspnet_vgg19
58,0.2575085784786213,0.4095535933284278,0.4819946597387602,0.3560424329655099,26716,551612,28712,48320,5,58,pspnet_vgg19
59,0.2722074844824478,0.4279293869948984,0.5515891654924064,0.3495617661650405,10569,616533,8592,19666,5,59,pspnet_vgg19
60,0.183981612446959,0.3107845772481558,0.4366520267435029,0.2412444746684801,15609,570520,20138,49093,6,60,pspnet_vgg19
61,0.3650362106546043,0.5348374025617252,0.5195938883081644,0.551002358490566,46725,527359,43201,38075,6,61,pspnet_vgg19
62,0.3839612109096332,0.554872792507339,0.5186522065789044,0.5965322045360618,95265,407249,88413,64433,6,62,pspnet_vgg19
63,0.2826376243171312,0.4407131351189013,0.5494961873638344,0.3678836774693468,16142,598248,13234,27736,6,63,pspnet_vgg19
64,0.2683791633661499,0.4231844406114316,0.5655802861685215,0.3380689917323957,21345,575827,16395,41793,6,64,pspnet_vgg19
65,0.2925254054322335,0.4526416335072502,0.5378727384727704,0.3907271597265382,47151,494174,40511,73524,6,65,pspnet_vgg19
66,0.2666211449512071,0.4209958850189224,0.509745137271624,0.3585674468399291,77703,363924,74732,139001,6,66,pspnet_vgg19
67,0.2937867249874838,0.4541501614036516,0.4503665703956536,0.4579978639500492,22299,579458,27214,26389,6,67,pspnet_vgg19
68,0.3525765335720087,0.521340604129649,0.4989015971793328,0.5458931412636225,63816,474361,64097,53086,6,68,pspnet_vgg19
69,0.297450266181003,0.4585150952360385,0.5803312742579129,0.378966908221183,10616,619670,7677,17397,6,69,pspnet_vgg19
